tweet,image_url,tweet_link
wkwkwkw kamu gay kah bang,,https://x.com/zahrapepesikan
"Fun fact di ui ad dosen dari militer yg ngajar politik & ekonomi
Dia ngasi tau cara militer berbisnis & masuk ke politik dari sejarahnya & kegagalannya
Anak sospol & FIB aturannya tau beliau dan bisa manfaatkan ilmuna biar RUU TNI kmaren ga bisa di sahkan tapi ya ud alergi duluan",,https://x.com/HadolfFitler
SETUJU,,https://x.com/zahrapepesikan
mohon izin komandan konsolidasi nasional terkait ruu tni telah dimulai silakan bapak kolonel merapat ke pusgiwa ui. siap bang komandan gerakan ui,,https://x.com/filsufsesat
Boleh ga si aku masuk gereja cuman buat beli merch Luce and gang,,https://x.com/terhinakeren
"LG Batal Investasi Rp 130 T Gara-gara Kebijakan RUU TNI, Adik Kandung Prabowo Bungkam",,https://x.com/OposisiCerdas
"Serius tanya kak berarti harusnya gimana biar harta tuh masing"", berarti isi perjanjian pra nikah nya gimana",,https://x.com/Starz123123
"“Wah dprnya keren bgt pro rakyat, partai mana nih dprnya? Ayo kita catet biar kita pilih di 2029” ITUKAN RESPON YG LU MAU? LU GAUSAH SOK PAHLAWAN KEMARIN PAS RUU TNI DI SAHKAN SIAPA YG NOLAK? GAADA KAN? NGANGGUK SEMUA KAN? kocak.",,https://x.com/adolphmatherss
the hypocrisy is insane,,https://x.com/zahrapepesikan
"Akademisi & pengamat sdh mengingatkan bhwa RUU Kejaksaan - Polri akan membuat kedua lembaga itu menjadi super power akibat tambahan kewenangan. 
Jgn sampai kita di prank lg spt RUU TNI yg dibahas scr sembunyi2 tengah malam pula.
Tau-tau langsung SAH !
-----

Semangka Bacot Rabu",https://pbs.twimg.com/media/GpLJiWYa4AQMvTF?format=jpg&name=900x900,https://x.com/Naandaa27
"LG Batal Investasi Rp 130 T Gara-gara Kebijakan RUU TNI, Adik Kandung Prabowo Bungkam",,https://x.com/OposisiCerdas
"Serius tanya kak berarti harusnya gimana biar harta tuh masing"", berarti isi perjanjian pra nikah nya gimana",,https://x.com/Starz123123
"“Wah dprnya keren bgt pro rakyat, partai mana nih dprnya? Ayo kita catet biar kita pilih di 2029” ITUKAN RESPON YG LU MAU? LU GAUSAH SOK PAHLAWAN KEMARIN PAS RUU TNI DI SAHKAN SIAPA YG NOLAK? GAADA KAN? NGANGGUK SEMUA KAN? kocak.",,https://x.com/adolphmatherss
the hypocrisy is insane,,https://x.com/zahrapepesikan
"Akademisi & pengamat sdh mengingatkan bhwa RUU Kejaksaan - Polri akan membuat kedua lembaga itu menjadi super power akibat tambahan kewenangan. 
Jgn sampai kita di prank lg spt RUU TNI yg dibahas scr sembunyi2 tengah malam pula.
Tau-tau langsung SAH !
-----

Semangka Bacot Rabu",https://pbs.twimg.com/media/GpLJiWYa4AQMvTF?format=jpg&name=900x900,https://x.com/Naandaa27
"harusnya lbi tu teksnya tentang mbg, ruu tni, && other political issues yg lagi hype skrg",,https://x.com/mosesptn
