tweet,image_url,tweet_link
"Nah itu dia. Kok sebagian netizen ada yg enggak faham ya. 

Kita tidak setuju RUU TNI, tapi jangan ikut2an gabung sama mereka juga.",,https://x.com/frans_surya
"Oh iya denger denger RUU polri katanya sedang disusun ,kalau emang ini bener apakah ini akan jadi tandingan utk RUU TNI yg udah di sahkan ?",,https://x.com/oreo_biskuitz
,,https://x.com/brotovvali
Campur tangan TNI di ranah sipil sudah terlalu jauh..dg dalih apapun setelah di sah RUU TNI menjadi UU.. DWI FUNGSI TNI telah AKTIF KEMBALI,,https://x.com/Velope16
"Ketua Komisi 3 & Ketua DPR Gercep sahkan RUU Revisi UU TNI, bs sj ada deal gede yg melatarinya..Deal pergantian pemain? Fufufafa diganti sama Sang Ketua DPR..? (Ada yg tau knp tetiba Wo2 sowan ke Mak Banteng?)
Wo2 mgkn sdh hbs sabar dgn situasi 2 Nahkoda dlm pemerintahannya..",https://pbs.twimg.com/media/Go7XHX5WEAAwQA2?format=jpg&name=900x900,https://x.com/ntar_yaa
"Yaudahlah. Mereka anggap AI ini lebih simple. Lagian nyuruh batalin RUU TNI aja susah, apalagi nyuruh ganti pake designer manusia.",,https://x.com/andshndr
"Pantes sih Malaysia deklarasi sbg negara maju. Di asean cuma Malay & Singapore aja yg GDP nya tinggi, pasport & mata uang juga kuat.

Kalo di negara kita Aljazair masih sibuk sama ormas, ruu tni, habib habiban, gus gusan. Pantesan skrg mulai ketinggalan jauh sama Vietnam",,https://x.com/nmrcy_
ok but its quite impressive that an i can render a 787 quite accurately,https://pbs.twimg.com/media/Go5OaavbgAA5sPa?format=jpg&name=900x900,https://x.com/odangmcflurry
"ada kasus oknum TNI kalau gak salah yang bawa senjata melakukan tindakan yg tidak baik, untungnya itu ditangkap walau hukumannya rasanya kurang layak. itu aja belum ada sah RUU TNI, gimana kalau disah kan. 

bisa saja tau-tau datang kerumah warga lalu ngelakuin hal tidak-tidak.",,https://x.com/MXSHOOT01
dan presidennya sdh menandatangani ruu tni smenjak sblm lebaran. fucked up. ,,https://x.com/baikbaikyabgst
Trus trus? Gimana? Belum paham bu gulu jelasin lagi pake thread klo bisa bikin powerpoint juga ,,https://x.com/Starz123123
"Bener banget songong bener ente bisa ngatain orang doang kagak berkah dah ilmu loe 
@ekakunjeri",,https://x.com/Starz123123
Lah mek apaansih cuih,,https://x.com/Starz123123
Pengesahan RUU TNI jadi momentum penting memperkuat sistem pertahanan nasional adaptif dan profesional #UUTNI,https://pbs.twimg.com/media/Go6mvGMWkAEtENN?format=jpg&name=small,https://x.com/ravidnath
"Mika, kamu adalah oase yang menumbuhkan dan menenangkan gurunku yang meradang di teriknya penderitaan tiada akhir",https://pbs.twimg.com/media/Go6jcCUa8AAyPpf?format=jpg&name=medium,https://x.com/persephoze
dan RUU TNI disahkan. mantap kali memang oke gas ini pilihannya,,https://x.com/dekisugii_kun
"Dukung RUU TNI

#UUTNI
#DukungUUTNI
#SupremasiSipil",https://pbs.twimg.com/media/Go6cThoa4AAQfHR?format=jpg&name=small,https://x.com/allegory1318
Ihhh pdhl tu paling lucu tau cute,,https://x.com/Starz123123
"Ih kenapa sih pd ngatain karakter yang cute"" gitu arghhhh",,https://x.com/Starz123123
This is actually impressive,,https://x.com/terhinakeren
Ur hair looks chew-able,,https://x.com/terhinakeren
ain’t nobody believing this shit,,https://x.com/terhinakeren
gulp I might be getting braces next week…,,https://x.com/terhinakeren
"RUU TNI perjelas peran aparat TNI dalam pertahanan negara #UUTNI
#DukungUUTNI
#SupremasiSipil",https://pbs.twimg.com/media/Go6U9ASbMAAJ4Ob?format=jpg&name=900x900,https://x.com/hambaallah2404
"Kami rakyat Indonesia mendukung penuh RUU TNI #UUTNI
#DukungUUTNI
#SupremasiSipil",https://pbs.twimg.com/media/Go6U1FsaoAAISDn?format=jpg&name=small,https://x.com/hambaallah2404
"Kami mendukung penuh RUU TNI #UUTNI
#DukungUUTNI
#SupremasiSipil",https://pbs.twimg.com/media/Go6M5daaoAAhucc?format=jpg&name=small,https://x.com/definpamungkas1
